feedback_id,date,source,player_id,player_segment,platform,game_version,game_area_hint,player_feedback
FB-250,2026-05-21 00:03,Discord,P72180,Casual Player,Android,v1.9.1,Raid Boss,อยากฝากทีมงานว่า ของรางวัลรายวันน้อยไปเมื่อเทียบกับเวลาที่ต้องเล่น
FB-251,2026-05-22 16:17,Facebook Comment,P75239,Returning Player,Android,v1.8.0,Event Shop,อยากฝากทีมงานว่า ของรางวัลรายวันน้อยไปเมื่อเทียบกับเวลาที่ต้องเล่น
FB-252,2026-05-14 09:10,Google Form,P53332,Casual Player,PC Emulator,v1.8.1,Gacha Banner,ของที่ต้องใช้ปลุกพลังหายากเกินไป ฟาร์มทั้งวันยังไม่พอ ขอบคุณครับ/ค่ะ
FB-253,2026-05-05 02:49,Discord,P48800,Returning Player,PC Emulator,v1.9.0,Gacha Banner,อยากฝากทีมงานว่า กดรับรางวัลแล้วขึ้น loading นานมาก สุดท้ายของไม่เข้า inventory ถ้าแก้ได้จะดีมาก
FB-254,2026-05-11 13:47,Discord,P96947,New Player,iOS,v1.8.0,,เข้าเกมตอนกลางคืนแล้วเด้งออกบ่อย โดยเฉพาะตอนเปลี่ยนแผนที่ ขอบคุณครับ/ค่ะ
FB-255,2026-05-12 10:11,Discord,P72684,Guild Leader,Android,v1.9.1,Daily Mission,อยากฝากทีมงานว่า อยากให้ปรับ balance ของอาวุธบางชิ้น เพราะแรงต่างกันเกิน
FB-256,2026-05-02 05:06,In-game Survey,P57002,Casual Player,PC Emulator,v1.9.1,Daily Mission,อยากฝากทีมงานว่า แพ็กเกจเติมเงินราคาสูงไปเมื่อเทียบกับจำนวนเพชรที่ได้ ขอบคุณครับ/ค่ะ
FB-257,2026-05-15 01:04,Play Store Review,P98857,Whale,PC Emulator,v1.8.0,,แพ็กเกจเติมเงินราคาสูงไปเมื่อเทียบกับจำนวนเพชรที่ได้ ถ้าแก้ได้จะดีมาก
FB-258,2026-05-23 19:06,In-game Survey,P29484,Light Spender,PC Emulator,v1.9.1,Daily Mission,เจอบ่อยมากว่า ภารกิจ event บังคับเล่นหลายรอบจนรู้สึก grind มาก ขอบคุณครับ/ค่ะ
FB-259,2026-05-16 15:55,Facebook Comment,P16599,Casual Player,iOS,v1.9.0,Raid Boss,Event รอบนี้ธีมน่ารักดี แต่ภารกิจซ้ำเยอะไปหน่อย เพราะกระทบการเล่นพอสมควร
FB-260,2026-05-15 18:28,Discord,P95638,Casual Player,Android,v1.9.0,Gacha Banner,อยากให้มีปฏิทิน event ล่วงหน้า จะได้วางแผนใช้ทรัพยากร ถ้าแก้ได้จะดีมาก
FB-261,2026-05-20 19:40,Play Store Review,P57624,Light Spender,PC Emulator,v1.9.1,,ด่าน Character Upgrade ยากเกินไปสำหรับคนที่เพิ่งเริ่มเล่นไม่ถึงเดือน
FB-262,2026-05-16 22:42,Customer Support,P10287,Casual Player,PC Emulator,v1.8.0,Inventory,เจอบ่อยมากว่า Tutorial ช่วงแรกเร็วไป อธิบายระบบเยอะจนจำไม่ทัน เพราะกระทบการเล่นพอสมควร
FB-263,2026-05-04 01:57,Facebook Comment,P35679,F2P,Android,v1.9.1,Mail Box,แจ้งเตือนสีแดงเยอะเกินไป ไม่รู้ว่าอะไรสำคัญจริง ขอบคุณครับ/ค่ะ
FB-264,2026-05-11 03:48,In-game Survey,P76086,Returning Player,iOS,v1.9.1,Mail Box,ของแจกครบรอบดีเกินคาด รู้สึกว่าเกมใส่ใจผู้เล่น ขอบคุณครับ/ค่ะ
FB-265,2026-05-18 13:53,Community Post,P26827,F2P,PC Emulator,v1.8.1,,อยากฝากทีมงานว่า ระบบแจ้งเตือนเควสต์ขึ้นซ้ำ ๆ ทั้งที่เคลียร์ไปแล้ว
FB-266,2026-05-23 07:17,In-game Survey,P28111,Mid Spender,Android,v1.9.1,,ส่วนตัวคิดว่า ได้ตัวซ้ำบ่อยมาก แต่ระบบแลกชิ้นส่วนยังไม่ค่อยคุ้ม เพราะกระทบการเล่นพอสมควร
FB-267,2026-05-18 20:13,App Store Review,P27389,Mid Spender,iOS,v1.9.0,,อยากฝากทีมงานว่า บางทีมใน PvP ชนะง่ายเกินไปจน meta แคบมาก ขอบคุณครับ/ค่ะ
FB-268,2026-05-11 22:07,Customer Support,P47477,Casual Player,PC Emulator,v1.9.1,Character Upgrade,อยากฝากทีมงานว่า แพ็กเกจเติมเงินราคาสูงไปเมื่อเทียบกับจำนวนเพชรที่ได้ ขอบคุณครับ/ค่ะ
FB-269,2026-05-13 04:03,Google Form,P99573,Mid Spender,iOS,v1.8.1,,อยากให้มีระบบ replay ดูการต่อสู้ย้อนหลัง
FB-270,2026-05-15 03:39,App Store Review,P97096,Guild Leader,PC Emulator,v1.8.1,Raid Boss,แจ้งเตือนสีแดงเยอะเกินไป ไม่รู้ว่าอะไรสำคัญจริง รบกวนช่วยดูให้หน่อย
FB-271,2026-05-09 06:39,Community Post,P35362,Whale,iOS,v1.8.1,,ตัวละครสายฮีลดูอ่อนเกินไปเมื่อเทียบกับดาเมจของบอส
FB-272,2026-05-04 12:02,In-game Survey,P10739,Mid Spender,Android,v1.8.1,Raid Boss,อยากฝากทีมงานว่า กิจกรรมนี้ใช้ stamina เยอะ แต่ของแลกในร้านไม่ค่อยคุ้ม เพราะกระทบการเล่นพอสมควร
FB-273,2026-05-02 20:39,Play Store Review,P51662,Whale,Android,v1.8.0,,แพ็กเกจเติมเงินราคาสูงไปเมื่อเทียบกับจำนวนเพชรที่ได้ เพราะกระทบการเล่นพอสมควร
FB-274,2026-05-14 17:34,In-game Survey,P96944,Whale,iOS,v1.8.1,,เจอบ่อยมากว่า เนื้อเรื่อง event สนุก แต่อยากให้มีเสียงพากย์เพิ่ม
FB-275,2026-05-21 00:07,Customer Support,P99463,Light Spender,Android,v1.8.1,,ส่วนตัวคิดว่า ระบบ auto battle ใช้สกิลแปลก ๆ ทำให้แพ้ทั้งที่ power ถึง เพราะกระทบการเล่นพอสมควร
FB-276,2026-05-10 00:58,Customer Support,P51984,Casual Player,PC Emulator,v1.9.1,Inventory,เจอบ่อยมากว่า ตัวละคร Mika แรงเกินไป เจอใน arena แล้วแทบไม่มีทางสู้ ขอบคุณครับ/ค่ะ
FB-277,2026-05-03 06:42,App Store Review,P94746,Guild Leader,PC Emulator,v1.8.0,Daily Mission,Event รอบนี้ทำให้กลับมาเล่นทุกวันอีกครั้ง ขอบคุณครับ/ค่ะ
FB-278,2026-05-11 01:05,Discord,P39837,F2P,iOS,v1.9.0,Mail Box,ส่วนตัวคิดว่า ตัวหนังสือในหน้ารายละเอียดสกิลเล็ก อ่านยากบนมือถือ ขอบคุณครับ/ค่ะ
FB-279,2026-05-13 21:07,Google Form,P19514,Returning Player,PC Emulator,v1.8.0,,อยากให้ปรับ balance ของอาวุธบางชิ้น เพราะแรงต่างกันเกิน
FB-280,2026-05-15 12:25,Google Form,P81529,F2P,Android,v1.8.1,Daily Mission,ชอบ mini game ใน event นี้ เล่นง่ายและไม่เครียด รบกวนช่วยดูให้หน่อย
FB-281,2026-05-05 03:02,Google Form,P37752,Guild Leader,PC Emulator,v1.8.0,Story Chapter,เจอบ่อยมากว่า ควรมี preview animation หรือทดลองใช้ตัวละครก่อนเปิดกาชา เพราะกระทบการเล่นพอสมควร
FB-282,2026-05-09 06:07,Facebook Comment,P48096,New Player,PC Emulator,v1.9.1,Event Shop,บอสใหม่มีสกิล one shot บ่อยเกิน รู้สึกไม่แฟร์ เพราะกระทบการเล่นพอสมควร
FB-283,2026-05-05 21:41,App Store Review,P51652,Mid Spender,iOS,v1.8.0,,รางวัล login รอบนี้ดูธรรมดามาก อยากให้มีเพชรหรือ ticket เพิ่ม รบกวนช่วยดูให้หน่อย
FB-284,2026-05-12 10:27,Facebook Comment,P93995,Whale,iOS,v1.8.1,,เจอบ่อยมากว่า บางทีมใน PvP ชนะง่ายเกินไปจน meta แคบมาก เพราะกระทบการเล่นพอสมควร
FB-285,2026-05-12 09:31,Discord,P28350,Returning Player,iOS,v1.9.0,,ส่วนตัวคิดว่า อยากให้มีระบบ guild boss ที่ทุกคนช่วยกันตี ถ้าแก้ได้จะดีมาก
FB-286,2026-05-01 18:37,In-game Survey,P80736,Light Spender,PC Emulator,v1.8.0,Character Upgrade,เจอบ่อยมากว่า กิจกรรมนี้ใช้ stamina เยอะ แต่ของแลกในร้านไม่ค่อยคุ้ม ขอบคุณครับ/ค่ะ
FB-287,2026-05-10 04:29,Discord,P99674,Whale,Android,v1.8.0,Mail Box,เจอบ่อยมากว่า ตอนจัดทีมอยากเห็น stat เปรียบเทียบก่อนและหลังเปลี่ยนอุปกรณ์ ขอบคุณครับ/ค่ะ
FB-288,2026-05-22 04:47,Community Post,P40375,New Player,Android,v1.8.1,,เจอบ่อยมากว่า Event ใช้ stamina รวมกับด่านปกติ ทำให้ต้องเลือกว่าจะฟาร์มอะไร เพราะกระทบการเล่นพอสมควร
FB-289,2026-05-16 14:56,Google Form,P78337,Whale,iOS,v1.8.0,,ด่าน Inventory ยากเกินไปสำหรับคนที่เพิ่งเริ่มเล่นไม่ถึงเดือน ถ้าแก้ได้จะดีมาก
FB-290,2026-05-13 20:24,Customer Support,P77681,Returning Player,PC Emulator,v1.9.0,Inventory,เจอบ่อยมากว่า ของที่ต้องใช้ปลุกพลังหายากเกินไป ฟาร์มทั้งวันยังไม่พอ
FB-291,2026-05-17 04:28,Facebook Comment,P30625,Returning Player,iOS,v1.9.0,Guild,เจอบ่อยมากว่า ตอนจัดทีมอยากเห็น stat เปรียบเทียบก่อนและหลังเปลี่ยนอุปกรณ์
FB-292,2026-05-04 15:43,Community Post,P12942,Light Spender,Android,v1.8.1,Daily Mission,อยากให้ pity ชัดเจนกว่านี้ ตอนนี้อ่านเงื่อนไขแล้วงง ขอบคุณครับ/ค่ะ
FB-293,2026-05-21 16:02,Facebook Comment,P77717,F2P,iOS,v1.9.0,,ทองในเกมขาดตลอด อัปเกรดตัวละครแทบไม่พอ
FB-294,2026-05-20 15:55,Community Post,P33839,Light Spender,iOS,v1.9.1,Mail Box,เปิดกาชาไปหลายสิบโรลแล้วยังไม่ได้ตัว rate up รู้สึกท้อมาก ถ้าแก้ได้จะดีมาก
FB-295,2026-05-15 19:37,Discord,P36522,Guild Leader,iOS,v1.9.1,Arena,อยากฝากทีมงานว่า ควรมี preview animation หรือทดลองใช้ตัวละครก่อนเปิดกาชา รบกวนช่วยดูให้หน่อย
FB-296,2026-05-16 19:38,Google Form,P89098,Returning Player,PC Emulator,v1.8.0,Guild,อยากให้มีปฏิทิน event ล่วงหน้า จะได้วางแผนใช้ทรัพยากร
FB-297,2026-05-23 16:27,App Store Review,P22807,Guild Leader,Android,v1.9.0,Mail Box,เกมแลคมากในด่านบอสใหม่ เฟรมตกจนกดหลบไม่ทัน
FB-298,2026-05-14 08:12,Google Form,P95792,New Player,PC Emulator,v1.8.0,Daily Mission,เจอบ่อยมากว่า รางวัล login รอบนี้ดูธรรมดามาก อยากให้มีเพชรหรือ ticket เพิ่ม เพราะกระทบการเล่นพอสมควร
FB-299,2026-05-21 18:16,Play Store Review,P36698,Guild Leader,PC Emulator,v1.9.0,Daily Mission,ปุ่มย้อนกลับบางหน้าพาออกไปหน้าแรกเลย ทำให้เสียเวลา ถ้าแก้ได้จะดีมาก
FB-300,2026-05-16 08:19,Customer Support,P96413,Guild Leader,PC Emulator,v1.8.1,,เจอบ่อยมากว่า Tutorial ช่วงแรกเร็วไป อธิบายระบบเยอะจนจำไม่ทัน เพราะกระทบการเล่นพอสมควร
